City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
704,Socorro,US,31.6546,-106.3033,82.0,9,75,18.41,broken clouds
705,Maraba,BR,-5.3686,-49.1178,89.6,62,20,4.61,few clouds
706,Howard Springs,AU,-12.497,131.047,82.4,89,99,5.75,overcast clouds
707,Tynda,RU,55.1667,124.7167,-7.69,97,72,2.64,broken clouds
708,Keuruu,FI,62.2667,24.7,41.0,38,0,3.44,clear sky
709,Det Udom,TH,14.906,105.0784,86.0,62,40,4.61,scattered clouds
710,Nakambala,ZM,-15.8324,27.7799,64.22,67,0,6.93,clear sky
711,Suraabad,AZ,40.8192,49.4687,53.6,76,20,4.61,few clouds
712,Jiangmen,CN,22.5833,113.0833,75.0,85,5,1.99,clear sky
713,Alugan,PH,12.2188,125.4808,77.9,81,39,7.11,scattered clouds
714,Yangambi,CD,0.8102,24.4336,70.61,89,99,2.82,overcast clouds
715,Barra Do Garcas,BR,-15.89,-52.2567,91.4,43,20,2.3,few clouds
